기업명,기업구분,모집분야,모집인원,고용형태,직급/직책,급여,근무시간,근무지주소,경력,학력,우대조건,스킬,핵심역량,기업URL,domain_id,domain_name,_matched_master_skills
㈜코더랜드,,모집분야 온라인강사,○○명,"프리랜서 | , | 아르바이트",,"시급 20,000원",협의가능 | 09:00 ~ 21:00 | 탄력근무제,"서울 강남구 선릉로 433 (역삼동, 세방빌딩) 신관 6층 일부 | 지도보기",경력무관,학력무관,"컴퓨터공학 관련 전공자, 초중등 강의 유경험자","C++, HTML, Javascript, Python, Entry, Scratch","성실성, | 성장지향성, | 성취지향성, | 꼼꼼함, | 창의성",https://www.jobkorea.co.kr/Recruit/GI_Read/48573146?rPageCode=SL&logpath=21&sn=6&sc=612,10011,교육업,"C/C++, HTML, JavaScript, Python"
㈜크림슨에듀케이션코리아,,[외국계교육기업] 주니어 마케터 모집 채용 공고,○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,"서울 강남구 언주로170길 20 (신사동, 신사청호빌딩) 3층 | 지도보기",신입·경력,대졸이상,"학점우수(대졸 4.0이상), 영어능통자(원어민수준), 유관업무 경력자","Canva, Marketo","협동심, | 계획성, | 성실성, | 꼼꼼함, | 적응성, | 창의성",https://www.jobkorea.co.kr/Recruit/GI_Read/48560934?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
해봄컴퓨터학원,,모집분야 파이썬 코딩 강사,○명,프리랜서 | (협의),,회사 내규에 따름 (면접 후 결정),협의가능 | 15:00 ~ 21:00 | 근무시간 및 요일 협의,"세종 해밀3로 85 (해밀동, 해밀마을행복주택) 상가 214호 | 지도보기",경력무관,대졸이상 | (졸업예정자 가능),"인근거주자, 컴퓨터활용능력 우수자, 차량소지자, 운전가능자, 관련 학과 전공자, 관련 자격증 보유자",Python,"성실성, | 꼼꼼함, | 윤리의식, | 성장지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48560270?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Python
㈜에스씨에이아카데미광주,,모집분야 웹 개발자 프리랜서 강사,1명,"계약직 | , | 프리랜서",,회사 내규에 따름 (면접 후 결정),09:00 ~ 22:00,광주 동구 금남로 238 (금남로2가) 무등빌딩 6층 SBS아카데미컴퓨터아트학원 | 지도보기,경력무관,학력무관,"인근거주자, 차량소지자, 유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자 | 정보.컴퓨터교육전공, 웹&컴퓨터응용계열","Python, 인공지능(AI), 바이브코딩",,https://www.jobkorea.co.kr/Recruit/GI_Read/48558509?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Python
㈜삼성에이엑스아이,,모집분야 게임프로그램밍 강사,○명,"정규직 | (협의) | , | 계약직 | (협의, 정규직 전환 가능) | 프리랜서",면접 후 결정,회사 내규에 따름 (면접 후 결정),협의가능 | 09:00 ~ 18:00 | 탄력근무제,경기 성남시 수정구 태평2동 3408번지 5층 | 지도보기,경력무관,대졸이상,,"C#, Unreal, 게임프로그래밍",,https://www.jobkorea.co.kr/Recruit/GI_Read/48558120?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,C#
㈜해커스어학원,,모집분야 AI 데이터 엔지니어,○명,정규직,,회사 내규에 따름 (면접 후 결정),09:00 ~ 18:00,"서울 서초구 서초4동 1316-15 현대성우빌딩 1층, 2층, | 지도보기",(1년이상),학력무관,,"SQL, OCR",,https://www.jobkorea.co.kr/Recruit/GI_Read/48556065?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,SQL
㈜이젠컴퓨터아카데미안산,,모집분야 빅데이터 기반 마케팅분석과정 훈련교강사,○명,계약직 | (협의),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,경기 안산시 상록구 이동 715-3 강우빌딩 5층 | 지도보기,경력무관,학력무관,,"Google Analytics, Pandas, Python, SQL, Excel, powerBI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48555096?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Google Analytics, Pandas, Python, SQL"
㈜퍼플아카데미,,모집분야 Node/NestJS 백엔드 개발자 계약직,1명,"계약직 | (근무기간 3개월) | , | 아르바이트",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 양천구 목동동로 233-1 (목동, 드림타워) 7층 | 지도보기",(1년이상),대졸이상,,"Javascript, Node.js, SQL, Nest.js",,https://www.jobkorea.co.kr/Recruit/GI_Read/48550370?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"JavaScript, Node.js, SQL, NestJS"
한국ICT인재개발원,,모집분야 IT개발자 취업지원과정,○○명,연수생/교육생 | (6개월~7개월),,회사 내규에 따름,주5일(월~금) | 탄력근무제,"서울 마포구 백범로 23 (신수동, 거구장) 케이터틀 3층 | 지도보기",신입·경력,고졸이상,,"AWS, Git, Hadoop, JAVA, MyBatis, MySQL, OracleDB, Python, Spring, Spring Boot",,https://www.jobkorea.co.kr/Recruit/GI_Read/48549068?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Git, Java, MyBatis, MySQL, Python, Spring, Spring Boot"
㈜하이미디어아카데미,,(취업연계)[IBM]AI Agent 서비스 개발자 교육생 모집,○○명,연수생/교육생,,회사 내규에 따름,주5일(월~금) | 09:30 ~ 18:30,,신입·경력,학력무관,,"Docker, Git, Javascript, kubernetes, NoSQL, React, Spring Boot, SQL, Cloud, FastAPI, CI, CD",,https://www.jobkorea.co.kr/Recruit/GI_Read/48548767?rPageCode=SL&logpath=21&sn=6&sc=612,10011,교육업,"Docker, Git, JavaScript, Kubernetes, NoSQL, React, Spring Boot, SQL, FastAPI"
알고리즘랩스,,모집분야 초등교육 온라인마케터 / 교육콘텐츠SNS 관리,○명,"정규직 | , | 계약직 | (정규직 전환 가능) | 인턴",팀원,"연봉 2,600만원 이상 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,"서울 마포구 백범로31길 21 (공덕동, 서울창업허브) 본관 509호 | 지도보기",(2년이상),학력무관,"프리젠테이션 능력우수자, 유관업무 경험자(인턴·알바), 문서작성 우수자, 디자인 작업툴 능숙자","Google Analytics, Microsoft Office","계획성, | 성취지향성, | 창의성, | 협동심, | 꼼꼼함, | 적응성, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48547822?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
㈜드림올,,모집분야 Tutor HR & ESL Content,0명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 중구 청계천로 100 (수표동, 시그니쳐타워) 10층 1035호 | 지도보기",경력무관,초대졸이상,[한국어] TOPIK,"Notion, Microsoft Office, Canva","꼼꼼함, | 적응성, | 창의성, | 성실성, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48547641?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
유씨에이어학원,,모집분야 Bilingual 초등 영어 교사 채용,0명,"정규직 | (수습 3개월) | , | 계약직 | (정규직 전환 가능)",,월급 300~340만원 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,"서울 성북구 성북로4길 52 (돈암동, 한신한진아파트) 스카이프라자 서관 4층 | 지도보기",(1년이상),대졸이상,"영어능통자(원어민수준), 영어권 거주자, 유관업무 경력자",Canva,,https://www.jobkorea.co.kr/Recruit/GI_Read/48543992?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
뉴(NEW) 국제직업전문학교,,모집분야 직업훈련교사,1명,"계약직 | (근무기간 10개월, 정규직 전환 가능) | , | 프리랜서",사원급 | 팀원,월급 280~300만원 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"광주 서구 죽봉대로 37 (화정동, 대신증권) 6층 | 지도보기",경력무관,학력무관,정보처리기능사,"C#, JAVA, Unity",,https://www.jobkorea.co.kr/Recruit/GI_Read/48538108?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"C#, Java"
더원기숙학원,,모집분야 마케터,1명,정규직,면접 후 결정,"연봉 2,800만원 이상 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,부산 기장군 정관읍 정관로 595 (매학리) 3층 | 지도보기,경력무관,학력무관,,"Google Analytics, Excel",,https://www.jobkorea.co.kr/Recruit/GI_Read/48535094?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
케빈샘AI코딩학원,,"모집분야 개발프로젝트매니저, 웹개발자",1명,"계약직 | (협의, 정규직 전환 가능) | , | 인턴 | (근무기간 3개월)","사원급, 주임~대리급 | 팀원, 파트장/그룹장","연봉 2,600~3,500만원 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,"경기 안산시 단원구 선부로 183 (선부동, 화성프라자) 803호 | 지도보기",신입·경력,학력무관,,"HTML, Javascript, MSSQL, Node.js, React, Spring Boot, db",,https://www.jobkorea.co.kr/Recruit/GI_Read/48533682?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"HTML, JavaScript, MSSQL, Node.js, React, Spring Boot"
제이에스엘인재개발원㈜,,모집분야 IT 교육 강사,1명,정규직 | (수습 3개월),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"대전 중구 계룡로 825 (용두동, 동화빌딩) (현,희영빌딩) 5층 JSL인재개발원 | 지도보기",,초대졸이상,"인근거주자, 유관업무 경력자 | CCNA, 정보처리기사","CCNA, JAVA, JSP, Linux",,https://www.jobkorea.co.kr/Recruit/GI_Read/48532865?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Java, JSP, Linux"
엠비씨(MBC)아카데미 컴퓨터교육센터,,"모집분야 AI+X 융복합, AI Roboflow, YOLO, 메타버스 기획, 그래픽전문가, AI와 유니티엔진, 스마트플랫폼 개발자, 빅데이터 분석 산업솔루션, 웹퍼블리셔, 프론트엔드, 반응형 웹콘텐츠, 풀스택, 웹기반 빅데이터분석 전문가, 지능형 교통정보 시스템 UI구현, 빅데이터를 활용한 풀스택, 자바(JAVA) 풀스택, 자바(JAVA) 스프링(Spring), 생산형 AI 마스터, 데이터 분석 마스터, Advanced K-Game Academy, 스마트 모빌리티 DX Academy, AI-X 스마트 교통 및 인프라 유지관리",○○명,연수생/교육생,,회사 내규에 따름 (면접 후 결정),,"서울 구로구 공원로 83 (구로동) 4층 | 지도보기 | 서울 관악구 신림로 340 (신림동, 르네상스복합쇼핑몰) 6층",신입·경력,"고졸이상 | (졸업예정자 가능, 25년 졸업예정자 가능)",,"AR, JAVA, Spring Framework, UI, 모션 그래픽",,https://www.jobkorea.co.kr/Recruit/GI_Read/48515464?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Java, Spring"
㈜해커스어학원,,"모집분야 영어 연구원, 영어 편집기획, 로스쿨(LEET) 추리논증 연구원, 취업(인적성/NCS)/PSAT 교재 연구원, 교재 편집기획직(공무원/공인중개사), 교재 편집기획직, 로스쿨(LEET) 언어이해 연구원, 교재 영업사원, 기업교육 홍보기획/마케팅, 공무원 기획/마케팅, 교재 영업사원(인턴), (마감)이러닝 직무 강의기획/교수설계, (마감)온라인 광고 마케팅(디지털마케팅), 출판기획 담당자, 어학원 운영 및 마케팅 (강남), (마감)어학원 운영 및 마케팅 (종로), (마감)임용 학원 운영 및 온라인 기획/마케팅, 공무원&자격증 학원 운영/상담 및 마케팅 채용, (마감)공인중개사 학원사업부 학사/교육상담, (마감)학원 운영/상담 및 마케팅(신림)-주말, (마감)어학원CS사무보조, 어학원 교육상담(서울)-주 5일, 어학원 교육상담(대구), (마감)어학원 교육상담(서울) - 오후근무자, 학점은행 학사운영 및 평생교육 운영 담당, 경영아카데미 관리/상담, 평생교육원 인바운드 고객상담 CS, 영상촬영/편집, 건물 시설 관리 및 유지 보수(전기,소방,설비,영선외), 콘텐츠 영상 디자인, AI 풀스택 개발자, 학점은행 교수설계, (마감)정산관리 담당자, (마감)회계 담당자, AI 데이터 엔지니어, (마감)웹퍼블리셔, 웹/앱 기획 담당자, 블로그/SNS 기획&운영, 정산관리 담당자, 중국어/일본어 기획마케팅, 경찰 학원 운영/상담 및 마케팅(대구), QA 엔지니어(리더급)",○○명,"정규직 | (직무별 상이, 상세요강 참조) | , | 계약직 | (정규직 전환 가능) | 인턴",,"회사 내규에 따름 (면접 후 결정, 직무별 상이)",주5일(월~금),"서울 서초구 서초4동 1316-15 현대성우빌딩 1층, 2층, | 지도보기",신입·경력 | (직무별 상이),"고졸이상 | (졸업예정자 가능, 직무별 상이)",[중국어(북경어)] HSK 5급 이상,"SQL, Excel, Figma, PowerPoint, Illustrator, Photoshop, 프리미어, 영어회화, 일본어, 중국어, HSK, Microsoft Office, OCR","계획성, | 성실성, | 꼼꼼함, | 성장지향성, | 성취지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48517801?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,SQL
㈜비트컴퓨터,,모집분야 비대면진료 플랫폼 백엔드 개발 신입/전문연구,1명,정규직,팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 08:30 ~ 18:00,"서울 서초구 서초대로74길 33 (서초동, 비트빌) | 지도보기",신입·경력 | (1년이상),대졸이상,,"Azure, JAVA, PostgreSQL, SpringBoot, 병역특례, 전문연구요원",,https://www.jobkorea.co.kr/Recruit/GI_Read/48510184?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Azure, Java, PostgreSQL, Spring Boot"
㈜천재교육,,"모집분야 데이터 사이언티스트, 데이터 엔지니어, MLOps 엔지니어",3명,"정규직 | (수습 4개월) | , | 계약직 | (근무기간 12개월, 정규직 전환 가능)",,회사 내규에 따름 (면접 후 결정),주5일(월~금),서울 금천구 가산디지털1로 16 (가산동) 19층 | 지도보기,(5년이상),학력무관,"장애인, 유관업무 경험자(인턴·알바), 보훈대상자","Docker, kubernetes, Pytorch, Tensorflow, Airflow, MLOps, Mlflow, Kubeflow",,https://www.jobkorea.co.kr/Recruit/GI_Read/48505874?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Docker, Kubernetes, PyTorch, TensorFlow"
㈜메가커리어랩,,모집분야 국비강사,○명,"계약직 | , | 프리랜서",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:00,서울 강남구 강남대로94길 13 (역삼동) 1~5층 | 지도보기,,초대졸이상,"컴퓨터활용능력 우수자, 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자 | 정보보안기사, 정보보안산업기사 | 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과","Linux, Cloud, DBMS, 정보보안기사 자격, 정보보안산업기사",,https://www.jobkorea.co.kr/Recruit/GI_Read/48487928?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Linux, DBMS"
㈜이지수능교육,,모집분야 AI 데이터 분석가,1명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급, 부장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,서울 서초구 강남대로10길 23 (양재동) 영빌딩 전관 | 지도보기,(3년이상),대졸이상,"컴퓨터활용능력 우수자, 유관업무 경력자(4년)","ASP, C++, CSS, HTML, Jquery, MSSQL, VisualBasic, js, f7c#","메타인지, | 성장지향성, | 계획성, | 성취지향성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48487854?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"C/C++, CSS, HTML, jQuery, MSSQL, JavaScript"
㈜이지수능교육,,모집분야 AI 데이터 엔지니어,1명,정규직 | (수습 3개월),"주임~대리급, 과장~차장급, 부장급",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00,서울 서초구 강남대로10길 23 (양재동) 영빌딩 전관 | 지도보기,(3년이상),대졸이상,"컴퓨터활용능력 우수자, 유관업무 경력자(4년)","ASP, C++, CSS, HTML, Jquery, MSSQL, VisualBasic, js, f7c#","메타인지, | 성장지향성, | 계획성, | 성취지향성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48487834?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"C/C++, CSS, HTML, jQuery, MSSQL, JavaScript"
㈜맘잉,,모집분야 풀스택 개발자 경력자,1명,정규직 | (수습 3개월),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,경기 용인시 수지구 포은대로59번길 37 (상현동) 오피스동 8층 806호 | 지도보기,경력무관,학력무관,,"Node.js, Next.js",,https://www.jobkorea.co.kr/Recruit/GI_Read/48473703?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Node.js, Next.js"
클라우드 자바 IT국비지원 무료교육,,모집분야 시스템 서버 네트워크 클라우드엔지니어 국비교육,○○명,연수생/교육생 | (교육기간 6개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 종로구 인사동길 12 (인사동, 대일빌딩) 7층 | 지도보기",경력무관,학력무관,,"AWS, Docker, GCP, WAS, Linux, Cloud, GitHub, Openstack, VMware, 클라우드","성실성, | 협동심, | 성장지향성, | 성취지향성, | 꼼꼼함, | 적응성",https://www.jobkorea.co.kr/Recruit/GI_Read/48466481?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Docker, GCP, WAS, Linux, GitHub, VMware"
㈜아이코어이앤씨,,모집분야 IT강사,○○명,"정규직 | (수습 1개월) | , | 프리랜서 | (협의)",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,서울 서초구 강남대로 148 (양재동) 상록빌딩 6층 | 지도보기,(3년이상),대졸이상,"관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자(3년) | 공학계열","AWS, Azure, 인공지능(AI), google cloud, 생성형 AI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48465766?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Azure, GCP"
